tweet,class,CLEAN_TEXT
"@rem @slicknet @netmag right, so the link would be your trash bin &#8230; gotcha",2,right link would trash bin gotcha
@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full,1,yeah didnt wana bring pussy us tell us could go find one mexican city full
@renfro_tiffany @ADawg2016 adawg getcho ghetto booty up,1,adawg getcho ghetto booty
@reptar_ray nigglet send me the pictures,1,nigglet send pictures
@rezlife3 I got your moms ass on my breath pussy ;),1,got moms ass breath pussy
@rezlife3 little bitch,1,little bitch
@rhythmixx_ @jaymcnuggets ohhhhh you bitch,1,ohhhhh bitch
@rhythmixx_ bitch please,1,bitch please
@rhythmixx_ why you gotta hoe me like that,1,gotta hoe like
"@richarddeitsch yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way",2,yeahbut cripple getting clean helped call outwouldnt fair either way
@richiechristie1 I should've &#128553; that bitches wallet was tigher than her pu$$y,1,shouldve bitches wallet tigher puy
"@rickahyatt @donaldbroom @Poysti 
That bastard Obama is giving them to the f-ing wetbacks.",1,bastard obama giving fing wetbacks
@rickandbubba that's enough of making fun of retarded people talking that way,1,thats enough making fun retarded people talking way
@rickerozeaye you see me texting you bitch,1,see texting bitch
@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,0,boringamphack allah mohamed also fagsplease mention welldid god take away balls punishment
@rikki_lovee @StephyRae7 @TheOneMiss_Luu @GabrielaAngela4 Lets hangout Monday nigs?,1,lets hangout monday nigs
@rikki_lovee bitch! Why can't I retweet your shit?! Lol love you! Hope you're having a great bday! (:,1,bitch cant retweet shit lol love hope youre great bday
@rikki_lovee you're wearing my sweatshirt in your snapchat story hoe! Love you tho lol,1,youre wearing sweatshirt snapchat story hoe love tho lol
"@rilantis_1732 I was hoping you went with the Mr. Chow part on hangover 2. ""But did you die?"" Dumb bitch ass sloot!!",1,hoping went mr chow part hangover die dumb bitch ass sloot
@riseofthefags69 stfu prude ass basic ass bitch,1,stfu prude ass basic ass bitch
"@riwhey_000 I'm just kidding, I'm not a fucking faggot",1,im kidding im fucking faggot
@rlfclifestyle wtf that bitch was driving around drunk,1,wtf bitch driving around drunk
@rmusshy pussies! #StB,1,pussies
"@rniXX oh yeah and fuck the Lakers too, bitch boi!",1,oh yeah fuck lakers bitch boi
@robbiegallinis hey bitch boy #nigorprobz,1,hey bitch boy
@robfee What a #narcissistic cunt he is.,1,cunt
@rochaaxx yellow,2,yellow
@ronniecaine no in the instrumental I'm not retarded -_-,1,instrumental im retarded _
@ronniecaine so 'how bout now' was just trash huh.,2,bout trash huh
@ronsonsolaqa I love you too pussy.... Lmaooo,1,love pussy lmaooo
@rowboy_quest promotion that's hoe ya do it http://t.co/Tpnmbd6z,1,promotion thats hoe
@rubberchloe okay love you bitch,1,okay love bitch
"@ruby_knox @all_about_kk @squirtnetwork Why would i pay sex ,when i can getfree pussy that makes no sence at all",1,would pay sex getfree pussy makes sence
@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,2,guys number yankees looks like uncle stevie lmao im dying
@ryancommakerry I'll actually kill that bitch,1,ill actually kill bitch
@ryancruz_ brandy wanna b down ass bitches &#128533;,1,brandy wanna b ass bitches
"@ryanhoover @toddkincannon I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch.",1,im vet ryan tk rocks youre useless geek oh face like bitch
"@ryanhoover like we all never gave the camera ""the bird"".",2,like never gave camera bird
@sadiiex_ Lol shut up bitch..im alive! i just been going through it...but im good now,1,lol shut bitchim alive going itbut im good
@sajeffress tag me pussy ill fite u,1,tag pussy ill fite u
"@salomanizor I'm a faggot :/

http://t.co/Gr627ldfaa",0,im faggot
@salome110thebe1 u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking,1,u calling pussy one talking shit making excuses getting ass beat stfu talking
@salome110thebe1 whats good then bitch Ass nigga catch your phase,1,whats good bitch ass nigga catch phase
@salsteelo @VictorLeaChavez that nigga Vic acting like he yellow bone with 15k followers and can't answer a nigga phone,1,nigga vic acting like yellow bone k followers cant answer nigga phone
@samistonge some fucking bitches &#128514;&#128514;,1,fucking bitches
"@samross58 it's parseltounge, not basilisk you fucking pussy. Get it right.",1,parseltounge basilisk fucking pussy get right
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",0,cody always calling people nigger hes fucking spaz
@samzbikowski chug ranch,2,chug ranch
@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;,0,negro amigo pulled gun nate weeks ago stoked
"@san_sim lol Avila... It's simple, but I live in a pretty redneck area.. So it never gets pronounced correctly",1,lol avila simple live pretty redneck area never gets pronounced correctly
@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt,2,hey hillbilly jim greg hammer valentine
"@santagati that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&#128513;)",2,thats bc deleted visionary saw subtweet next time tho love jail bird dresses
@santos_brina what a ratchet ass bitch bet she felt dumb&#9996;&#65039;,1,ratchet ass bitch bet felt dumb
@saraelizabethj4 that's what happens when you date a colored,0,thats happens date colored
@sarahVICwood im going to murder that fucking cunt,0,im going murder fucking cunt
@saramariewelch bitch you already know I would go crazy with out you,1,bitch already know would go crazy
@saramariewelch hahahah he's a stupid ass bitch,1,hahahah hes stupid ass bitch
@sassycrass She made fun of a suicide attempt. Mellie ain't that bitch to fuck with this season!,1,made fun suicide attempt mellie aint bitch fuck season
@sassyharryballs ugly white bitch,0,ugly white bitch
@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch,0,ur ballsack hairy gtfo tranny prude bitch
"@saucygyro bamoose the prophet was right ""thy hoes ain't loyal"" http://t.co/wOxmzRZbrb",1,bamoose prophet right thy hoes aint loyal
@saucygyro niggers fell off,1,niggers fell
@saucygyro she's a dyke &amp; looks like she's 12,1,shes dyke amp looks like shes
@saucygyro that was back when nigger music was decent,0,back nigger music decent
@savannacurry_ just be like me make bitches move,1,like make bitches move
@savannahx___ negative slopes aka a chart of my grades in math,2,negative slopes aka chart grades math
@sayy_coneee bitch I texted you,1,bitch texted
@sbsylvester @_cblaze bitch what. meet up at Plano senior high school or vines I got some shit on my chest am going take it out on yall,1,bitch meet plano senior high school vines got shit chest going take yall
@sbsylvester @hunterbuch66 @kieffer_jason y'all some pussy ass niggas,1,yall pussy ass niggas
@sbsylvester @kieffer_jason @hunterbuch66 bitch am speaking fucking English u fucking pecker wood,1,bitch speaking fucking english u fucking pecker wood
@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.,1,bitch doesnt even make sense bitch
@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,0,bitch u ugly hoe
@sbsylvester @kieffer_jason bitch fuck that blog where u be at meet up and get your round,1,bitch fuck blog u meet get round
@sbsylvester @kieffer_jason nigga stfu u not funny we all laughing at yo retarded ass just stfu,1,nigga stfu u funny laughing yo retarded ass stfu
@sbsylvester bitch what but I pull more hoes the u dream of,1,bitch pull hoes u dream
@sbsylvester how could I be a fag? But I like bitches please tell me,1,could fag like bitches please tell
@sbsylvester yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid,1,yo bitch talk lamp u level u even know fussy look like stop looking porn kid
@schargel read the constitution you love. All spending starts in the House. Love uninformed teabaggers. #morningjoe,1,read constitution love spending starts house love uninformed teabaggers
@schola_gomes oh I'll make you some brownies alright;))),2,oh ill make brownies alright
@scronybitch @TryHardSilva no bitch,1,bitch
@seanlo10s bitch you look like a deformed version of rocky,1,bitch look like deformed version rocky
@seannn181 youre a fag,0,youre fag
"@seanphathaway That wasn't as bad, though drawing conclusions about ""WHITE AMERICA"" based on a 1,000 person poll is a slippery slope.",2,wasnt bad though drawing conclusions white america based person poll slippery slope
@seansteiger31 @ me then faggot,0,faggot
"@seansteiger31 @Tre_mendous23 you still needs to give it to me bitch , I'm on YouTube and rhapsody with it ya cock",1,still needs give bitch im youtube rhapsody cock
@seansteiger31 bitch i taught you i know my mess ups,1,bitch taught know mess ups
@seansteiger31 yea cause I showed ya bitch ass,1,yea cause showed bitch ass
"@secretasianman @kitt Yeah, she's a real pom maven.",2,yeah shes real pom maven
@section90sSoul yall defense too trash for that &#128514;&#128514;&#128514;,2,yall defense trash
@seductiveally @sunstylesshinex oh now your bitch ass wants to reply back after 3 days bitch bye,1,oh bitch ass wants reply back days bitch bye
"@sekhmet1975 Cactus is a yellow lab chow mix too! Hershey was everybody's ""active"" buddy. Cactus is one special pup. She's an Angel.",2,cactus yellow lab chow mix hershey everybodys active buddy cactus one special pup shes angel
@selenalinn_ the jets are trash my bad i see what you meant &#128514;,2,jets trash bad see meant
@selina_dabbagh the song? About pollo hermanos and Heisenberg?,2,song pollo hermanos heisenberg
"@sellis1994 @NickEhlers01 @CoryRitter @RToohill @farmersims Agronomist once told me ""beans are a bitch-they do whatever they want""",1,agronomist told beans bitchthey whatever want
@septemberTHA15 @CallMeRenee_ Wussup bitch,1,wussup bitch
@septemberTHA15 @CallMeRenee_ wuss up bitch,1,wuss bitch
"@serenity_23 I assume so, the tranny went out this morning. I have a maxima.",2,assume tranny went morning maxima
@sevensixxx_ @oldirtyjesus great reply except it was trash,2,great reply except trash
"@sexy_rexy25 98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?",1,civic lx stick green shitty paint beaner ass wheels k miles ac insurance hows
@sguzinski well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah,1,well dont use anymore id like dslr im broke bitch yeah
@shaelynspacyyy they trash though?,1,trash though
@shanetallant he won't bite! We promise he's a friendly bird :),2,wont bite promise hes friendly bird
"@shanniganssss14 @emagsy21 I save my best material for WMHS games, ya know.. Jus rain down hell upon any bitches that get in your way today",1,save best material wmhs games know jus rain hell upon bitches get way today
@shareefkeyes fat hoes need a treadmill??? Lol hmu! Therealwesjames@gmail.com,1,fat hoes need treadmill lol hmu therealwesjamescom
@sharonmperalta @dylan72892 long tittied no nipple having bitch!,1,long tittied nipple bitch
@shaunroberts the ending was retarded,1,ending retarded
@shawnpitts77 all I wear is vineyard vines and American flag chubbies. I'm the OPPOSITE of a wigga.,1,wear vineyard vines american flag chubbies im opposite wigga
@shefeelsD_Payne @CallemGT bro I swear to god I was just bout to txt you Dex about these hoes,1,bro swear god bout txt dex hoes
@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,0,hell naw aint star team lol im sure white honkey called nigga
@shefeelsD_Payne nigga don't be telling my business on this hoe lol,1,nigga dont telling business hoe lol
@sheisdope_ Like ion care how &#8220;that bitch susie from work broke up with her man and she was tellin me the whole story&#8221; blah blah blah,1,like ion care bitch susie work broke man tellin whole story blah blah blah
@shik702 @DOP3Sweet @OhK_KoKo lol I talked to a lady who said having a clean shaven vagina at a Doc visit comes off as hoe-ish! She was old,1,lol talked lady said clean shaven vagina doc visit comes hoeish old
